Ref,Status,Design ,Type ,Mode,Year,Outstanding Benefits-RiskScore,Membership,Net Assets,ExpensesToAssets_ratio,LiquidityRatio,OverallRiskScore,ReturnOnInvestment,UnremmittedContributionsToAssetsRatio,ComplianceToTable G,Inflation,CBKrate,Exchange_rate
1239,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,162," 580,735,164.00 ",0.21%,51%,2.64,9%,0%,5,6%,7%,111.93
1239,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,147," 517,202,821.00 ",0.21%,1%,0,8%,0%,0,5%,7%,109.51
1239,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,115," 412,685,528.00 ",0.21%,58%,0,9%,0%,0,5%,9%,102.55
1239,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,104," 374,667,076.00 ",0.22%,29%,0,7%,0%,0,6%,9%,101.88
1239,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,97," 313,358,583.00 ",0.50%,9%,0,9%,0%,0,5%,10%,103.37
1239,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,79," 236,583,333.00 ",0.17%,3%,0,6%,0%,0,7%,10%,101.78
1239,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,72," 176,478,056.00 ",0.22%,3%,0,4%,0%,0,7%,13%,103.78
1239,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,69," 134,348,676.00 ",0.25%,11%,0,7%,0%,0,7%,10%,101.78
1240,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,4447," 1,673,465,578.00 ",0.00%,63%,2.19,5%,0%,1,5%,11%,134.8
1240,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,4257," 1,545,809,835.00 ",0.20%,39%,2.43,11%,0%,5,7%,13%,151.77
1240,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,3589," 1,148,238,473.00 ",0.00%,38%,2.5,4%,0%,5,9%,9%,121.95
1240,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,3303," 853,272,682.00 ",0.00%,28%,2.72,4%,0%,5,6%,7%,111.93
1240,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,1658," 516,565,048.00 ",0.00%,32%,0,4%,0%,0,5%,7%,109.51
1240,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,1133," 323,740,580.00 ",0.00%,30%,0,4%,0%,0,5%,9%,102.55
1240,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,741," 198,295,504.00 ",0.00%,31%,0,4%,0%,0,6%,9%,101.88
1240,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,994," 154,725,607.00 ",0.00%,43%,0,4%,0%,0,5%,10%,103.37
1240,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,936," 119,710,847.00 ",0.00%,79%,0,5%,0%,0,7%,10%,101.78
1240,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,831," 108,477,044.00 ",0.00%,41%,0,4%,0%,0,7%,13%,103.78
1240,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,793," 77,268,537.00 ",0.00%,43%,0,10%,0%,0,7%,10%,101.78
1241,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,5,191," 236,680,716.00 ",0.59%,56%,3.1,11%,0%,1,5%,11%,134.8
1241,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,5,173," 213,131,902.00 ",0.59%,80%,3.14,10%,0%,5,7%,13%,151.77
1241,Active,Defined Contribution,Provident Fund,Guaranteed funds,2022,5,0," 203,858,096.00 ",0.69%,14%,3.22,8%,0%,5,9%,9%,121.95
1241,Active,Defined Contribution,Provident Fund,Guaranteed funds,2021,5,156," 171,256,999.45 ",0.70%,77%,3.52,9%,0%,5,6%,7%,111.93
1241,Active,Defined Contribution,Provident Fund,Guaranteed funds,2020,0,145," 163,248,379.00 ",0.61%,21%,0,8%,0%,0,5%,7%,109.51
1241,Active,Defined Contribution,Provident Fund,Guaranteed funds,2019,0,142," 137,892,940.00 ",0.63%,46%,0,9%,0%,0,5%,9%,102.55
1241,Active,Defined Contribution,Provident Fund,Guaranteed funds,2018,0,119," 123,443,414.00 ",0.62%,55%,0,7%,0%,0,6%,9%,101.88
1241,Active,Defined Contribution,Provident Fund,Guaranteed funds,2017,0,124," 114,121,256.00 ",0.68%,35%,0,13%,0%,0,5%,10%,103.37
1241,Active,Defined Contribution,Provident Fund,Guaranteed funds,2016,0,123," 97,834,293.00 ",0.79%,105%,0,9%,0%,0,7%,10%,101.78
1241,Active,Defined Contribution,Provident Fund,Guaranteed funds,2015,0,50," 98,753,252.00 ",0.80%,73%,0,6%,0%,0,7%,13%,103.78
1241,Active,Defined Contribution,Provident Fund,Guaranteed funds,2014,0,0," 93,147,111.00 ",1.20%,142%,0,12%,0%,0,7%,10%,101.78
1242,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,1,31," 6,628,318.00 ",0.68%,44%,2.52,10%,0%,1,5%,11%,134.8
1242,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,1,33," 5,863,572.00 ",0.67%,10%,2.56,9%,0%,5,7%,13%,151.77
1242,Active,Defined Contribution,Provident Fund,Guaranteed funds,2022,1,32," 4,751,732.00 ",0.68%,104%,2.56,7%,0%,5,9%,9%,121.95
1242,Active,Defined Contribution,Provident Fund,Guaranteed funds,2021,1,30," 4,785,644.00 ",0.48%,52%,2.8,10%,0%,5,6%,7%,111.93
1242,Active,Defined Contribution,Provident Fund,Guaranteed funds,2020,0,30," 4,323,554.00 ",0.68%,63%,0,7%,0%,0,5%,7%,109.51
1242,Active,Defined Contribution,Provident Fund,Guaranteed funds,2019,0,31," 4,095,510.00 ",0.68%,4%,0,9%,0%,0,5%,9%,102.55
1242,Active,Defined Contribution,Provident Fund,Guaranteed funds,2018,0,24," 3,414,293.00 ",0.67%,46%,0,9%,0%,0,6%,9%,101.88
1242,Active,Defined Contribution,Provident Fund,Guaranteed funds,2017,0,44," 3,104,715.00 ",0.81%,5%,0,9%,0%,0,5%,10%,103.37
1242,Active,Defined Contribution,Provident Fund,Guaranteed funds,2016,0,20," 2,658,058.00 ",0.85%,152%,0,7%,0%,0,7%,10%,101.78
1242,Active,Defined Contribution,Provident Fund,Guaranteed funds,2015,0,21," 2,856,052.00 ",0.62%,5%,0,5%,0%,0,7%,13%,103.78
1242,Active,Defined Contribution,Provident Fund,Guaranteed funds,2014,0,0," 2,551,467.00 ",0.60%,3%,0,10%,0%,0,7%,10%,101.78
1243,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,331," 43,631,697.00 ",1.78%,124%,3.45,11%,1%,1,5%,11%,134.8
1243,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,320," 45,246,080.00 ",1.68%,83%,3.01,10%,2%,5,7%,13%,151.77
1243,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,357," 44,074,895.00 ",1.03%,128%,3.18,7%,0%,5,9%,9%,121.95
1243,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,383," 45,687,609.00 ",2.16%,128%,3.34,10%,0%,5,6%,7%,111.93
1243,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,362," 47,979,465.00 ",1.00%,26%,0,7%,0%,0,5%,7%,109.51
1243,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,267," 43,642,797.00 ",1.20%,121%,0,9%,0%,0,5%,9%,102.55
1243,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,214," 45,296,696.00 ",1.60%,36%,0,8%,0%,0,6%,9%,101.88
1243,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,212," 40,671,632.00 ",1.03%,55%,0,8%,0%,0,5%,10%,103.37
1243,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,210," 37,873,496.00 ",0.98%,42%,0,5%,0%,0,7%,10%,101.78
1243,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,226," 34,616,004.00 ",0.63%,90%,0,2%,0%,0,7%,13%,103.78
1246,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,5,206," 708,046,198.00 ",0.98%,30%,4.09,22%,0%,1,5%,11%,134.8
1246,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,1,205," 546,429,596.00 ",1.22%,56%,3.26,-1%,0%,1,7%,13%,151.77
1246,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,1,203," 515,800,319.00 ",1.25%,130%,3.94,1%,0%,1,9%,9%,121.95
1246,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,5,227," 539,496,300.00 ",1.22%,46%,4.32,12%,0%,1,6%,7%,111.93
1246,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,235," 455,133,418.00 ",1.36%,57%,0,6%,0%,0,5%,7%,109.51
1246,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,217," 400,662,038.00 ",1.86%,24%,0,16%,0%,0,5%,9%,102.55
1246,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,199," 278,000,479.00 ",2.02%,58%,0,3%,0%,0,6%,9%,101.88
1246,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,0," 242,004,500.00 ",1.68%,33%,0,12%,0%,0,5%,10%,103.37
1246,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,107," 183,365,716.00 ",1.82%,16%,0,7%,0%,0,7%,10%,101.78
1246,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,90," 132,717,986.00 ",1.39%,13%,0,7%,0%,0,7%,13%,103.78
1246,Active,Defined Contribution,Pension Scheme,Segregated funds,2014,0,53," 93,209,455.00 ",0.00%,39%,0,10%,0%,0,7%,10%,101.78
1248,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,1,22," 33,069,007.00 ",0.24%,27%,2.32,10%,0%,1,5%,11%,134.8
1248,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,1,23," 28,200,492.00 ",0.44%,13%,3.36,9%,0%,5,7%,13%,151.77
1248,Active,Defined Contribution,Provident Fund,Guaranteed funds,2022,1,16," 23,652,242.00 ",0.73%,10%,2.56,6%,0%,5,9%,9%,121.95
1248,Active,Defined Contribution,Provident Fund,Guaranteed funds,2021,1,17," 20,218,421.00 ",0.16%,4%,2.8,8%,0%,5,6%,7%,111.93
1248,Active,Defined Contribution,Provident Fund,Guaranteed funds,2020,0,16," 16,667,467.00 ",0.22%,156%,0,9%,0%,0,5%,7%,109.51
1248,Active,Defined Contribution,Provident Fund,Guaranteed funds,2019,0,20," 18,714,042.00 ",0.18%,55%,0,9%,0%,0,5%,9%,102.55
1248,Active,Defined Contribution,Provident Fund,Guaranteed funds,2018,0,17," 16,868,745.00 ",0.16%,1%,0,8%,0%,0,6%,9%,101.88
1248,Active,Defined Contribution,Provident Fund,Guaranteed funds,2017,0,7," 13,533,406.00 ",0.39%,2%,0,8%,0%,0,5%,10%,103.37
1248,Active,Defined Contribution,Provident Fund,Guaranteed funds,2016,0,7," 10,699,159.00 ",0.16%,1%,0,8%,0%,0,7%,10%,101.78
1248,Active,Defined Contribution,Provident Fund,Guaranteed funds,2015,0,13," 8,521,104.00 ",0.24%,1%,0,7%,0%,0,7%,13%,103.78
125,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,320," 243,754,825.00 ",0.74%,44%,1.24,12%,0%,1,5%,11%,134.8
125,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,297," 216,789,090.00 ",0.75%,22%,2.22,10%,0%,5,7%,13%,151.77
125,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,297," 184,628,526.00 ",0.89%,58%,2.48,10%,0%,5,9%,9%,121.95
125,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,272," 169,262,736.00 ",0.48%,28%,2.74,10%,0%,5,6%,7%,111.93
125,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,281," 145,272,014.00 ",0.57%,34%,0,7%,0%,0,5%,7%,109.51
125,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,307," 132,021,636.00 ",0.52%,38%,0,9%,0%,0,5%,9%,102.55
125,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,292," 115,024,896.00 ",0.56%,63%,0,6%,0%,0,6%,9%,101.88
125,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,161," 107,306,682.00 ",0.56%,40%,0,9%,0%,0,5%,10%,103.37
125,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,0," 93,766,739.00 ",0.73%,42%,0,8%,0%,0,7%,10%,101.78
125,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,0," 82,967,841.00 ",0.67%,22%,0,7%,0%,0,7%,13%,103.78
125,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,240," 70,798,627.00 ",0.56%,9%,0,13%,0%,0,7%,10%,101.78
1251,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,1,266," 542,861,407.00 ",0.26%,28%,2.23,11%,0%,1,5%,11%,134.8
1251,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,1,274," 477,968,123.00 ",0.24%,24%,2.51,9%,0%,5,7%,13%,151.77
1251,Active,Defined Contribution,Provident Fund,Guaranteed funds,2022,1,276," 422,415,137.00 ",0.28%,31%,2.51,6%,0%,5,9%,9%,121.95
1251,Active,Defined Contribution,Provident Fund,Guaranteed funds,2021,1,307," 384,353,624.00 ",0.22%,116%,2.64,9%,0%,5,6%,7%,111.93
1251,Active,Defined Contribution,Provident Fund,Guaranteed funds,2020,0,269," 394,459,422.00 ",0.22%,22%,0,7%,0%,0,5%,7%,109.51
1251,Active,Defined Contribution,Provident Fund,Guaranteed funds,2019,0,250," 348,664,885.00 ",0.33%,19%,0,9%,0%,0,5%,9%,102.55
1251,Active,Defined Contribution,Provident Fund,Guaranteed funds,2018,0,282," 301,764,884.00 ",0.28%,142%,0,8%,0%,0,6%,9%,101.88
1251,Active,Defined Contribution,Provident Fund,Guaranteed funds,2017,0,225," 322,818,447.00 ",0.45%,27%,0,9%,0%,0,5%,10%,103.37
1251,Active,Defined Contribution,Provident Fund,Guaranteed funds,2016,0,217," 284,556,492.00 ",0.32%,127%,0,10%,0%,0,7%,10%,101.78
1251,Active,Defined Contribution,Provident Fund,Guaranteed funds,2015,0,145," 298,361,493.00 ",1.10%,29%,0,8%,0%,0,7%,13%,103.78
1251,Active,Defined Contribution,Provident Fund,Guaranteed funds,2014,0,148," 265,562,933.00 ",1.09%,25%,0,11%,0%,0,7%,10%,101.78
1252,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,108," 60,748,877.00 ",0.22%,54%,3.32,10%,4%,1,5%,11%,134.8
1252,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,114," 55,079,569.00 ",0.00%,311%,3.36,0%,2%,5,7%,13%,151.77
1252,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,111," 64,663,661.00 ",0.20%,96%,3.36,2%,6%,5,9%,9%,121.95
1252,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,116," 64,450,015.00 ",0.20%,135%,3.52,3%,1%,5,6%,7%,111.93
1252,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,0," 65,988,987.00 ",0.20%,468%,0,2%,0%,0,5%,7%,109.51
1252,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,0," 85,815,185.00 ",0.20%,24%,0,6%,6%,0,5%,9%,102.55
1252,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,0," 75,450,103.00 ",0.19%,76%,0,2%,3%,0,6%,9%,101.88
1252,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,126," 72,334,847.00 ",0.24%,49%,0,6%,5%,0,5%,10%,103.37
1252,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,0," 60,415,578.00 ",0.20%,4%,0,3%,0%,0,7%,10%,101.78
1252,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,85," 43,766,270.00 ",0.20%,9%,0,2%,0%,0,7%,13%,103.78
1253,Active,Defined Contribution,Provident Fund,Guaranteed funds,2024,1,32," 102,439,142.00 ",0.65%,12%,3.61,10%,0%,1,5%,11%,134.8
1253,Active,Defined Contribution,Provident Fund,Guaranteed funds,2023,1,30," 76,112,186.00 ",0.20%,16%,2.4,8%,0%,5,7%,13%,151.77
1253,Active,Defined Contribution,Provident Fund,Guaranteed funds,2022,1,27," 58,936,846.00 ",0.20%,97%,2.48,6%,0%,5,9%,9%,121.95
1253,Active,Defined Contribution,Provident Fund,Guaranteed funds,2021,1,13," 58,490,764.00 ",0.20%,27%,2.72,8%,0%,5,6%,7%,111.93
1253,Active,Defined Contribution,Provident Fund,Guaranteed funds,2020,0,13," 49,923,227.00 ",0.18%,12%,0,7%,0%,0,5%,7%,109.51
1253,Active,Defined Contribution,Provident Fund,Guaranteed funds,2019,0,12," 40,967,644.00 ",0.20%,7%,0,9%,0%,0,5%,9%,102.55
1253,Active,Defined Contribution,Provident Fund,Guaranteed funds,2018,0,14," 31,817,277.00 ",0.20%,4%,0,7%,0%,0,6%,9%,101.88
1253,Active,Defined Contribution,Provident Fund,Guaranteed funds,2017,0,13," 23,257,946.00 ",0.20%,164%,0,11%,0%,0,5%,10%,103.37
1253,Active,Defined Contribution,Provident Fund,Guaranteed funds,2016,0,12," 28,080,527.00 ",0.20%,1%,0,7%,1%,0,7%,10%,101.78
1253,Active,Defined Contribution,Provident Fund,Guaranteed funds,2014,0,18," 27,544,279.00 ",0.20%,13%,0,10%,0%,0,7%,10%,101.78
1255,Active,Defined Contribution,Pension Scheme,Segregated funds,2024,1,3441," 3,599,435,403.00 ",0.53%,19%,3.1,19%,0%,1,5%,11%,134.8
1255,Active,Defined Contribution,Pension Scheme,Segregated funds,2023,5,3186," 2,680,470,621.00 ",0.63%,55%,3.15,3%,0%,1,7%,13%,151.77
1255,Active,Defined Contribution,Pension Scheme,Segregated funds,2022,5,3072," 2,464,206,270.00 ",0.66%,32%,3.35,5%,0%,1,9%,9%,121.95
1255,Active,Defined Contribution,Pension Scheme,Segregated funds,2021,1,0," 2,150,230,233.00 ",0.59%,39%,2.68,10%,0%,1,6%,7%,111.93
1255,Active,Defined Contribution,Pension Scheme,Segregated funds,2020,0,2801," 1,855,138,609.00 ",0.66%,78%,0,7%,0%,0,5%,7%,109.51
1255,Active,Defined Contribution,Pension Scheme,Segregated funds,2019,0,2718," 1,777,895,123.00 ",0.68%,29%,0,14%,0%,0,5%,9%,102.55
1255,Active,Defined Contribution,Pension Scheme,Segregated funds,2018,0,2777," 1,441,100,627.00 ",0.80%,97%,0,4%,0%,0,6%,9%,101.88
1255,Active,Defined Contribution,Pension Scheme,Segregated funds,2017,0,0," 1,433,475,861.00 ",0.76%,42%,0,8%,0%,0,5%,10%,103.37
1255,Active,Defined Contribution,Pension Scheme,Segregated funds,2016,0,2764," 1,210,611,482.00 ",0.31%,73%,0,6%,0%,0,7%,10%,101.78
1255,Active,Defined Contribution,Pension Scheme,Segregated funds,2015,0,2810," 1,108,138,675.00 ",0.30%,17%,0,4%,0%,0,7%,13%,103.78
1255,Active,Defined Contribution,Pension Scheme,Segregated funds,2014,0,1540," 828,748,722.00 ",0.45%,11%,0,9%,0%,0,7%,10%,101.78
1256,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,123," 12,979,548.00 ",0.61%,4%,2.2,10%,0%,1,5%,11%,134.8
1256,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,119," 10,393,644.00 ",0.71%,11%,2.34,9%,0%,5,7%,13%,151.77
1256,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,21," 8,537,495.00 ",0.81%,14%,2.34,6%,0%,5,9%,9%,121.95
1256,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,97," 7,459,089.00 ",0.79%,21%,3.46,8%,0%,5,6%,7%,111.93
1256,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,86," 6,492,728.00 ",3.65%,38%,0,6%,0%,0,5%,7%,109.51
1256,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,92," 6,031,823.00 ",1.26%,19%,0,8%,0%,0,5%,9%,102.55
1256,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,89," 5,303,778.00 ",1.75%,73%,0,2%,0%,0,6%,9%,101.88
1256,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,88," 5,190,011.00 ",1.61%,42%,0,6%,0%,0,5%,10%,103.37
1256,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,95," 4,879,538.00 ",1.65%,704%,0,4%,0%,0,7%,10%,101.78
1256,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,86," 7,409,443.00 ",1.16%,24%,0,2%,0%,0,7%,13%,103.78
1256,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,94," 6,872,046.00 ",1.50%,25%,0,7%,0%,0,7%,10%,101.78
1258,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,56," 20,997,372.00 ",0.34%,8%,4.2,4%,2%,1,5%,11%,134.8
1258,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,56," 20,179,217.00 ",0.49%,6%,4.26,7%,15%,5,7%,13%,151.77
1258,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,56," 18,764,466.00 ",0.52%,24%,4.26,7%,23%,5,9%,9%,121.95
1258,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,85," 17,725,872.00 ",0.54%,341%,4.32,7%,22%,5,6%,7%,111.93
1258,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,71," 20,861,119.00 ",0.59%,381%,0,14%,14%,0,5%,7%,109.51
1258,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,80," 31,296,564.00 ",0.39%,16%,0,8%,6%,0,5%,9%,102.55
1258,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,77," 28,431,018.00 ",0.41%,163%,0,8%,3%,0,6%,9%,101.88
1258,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,59," 30,500,427.00 ",0.40%,92%,0,8%,2%,0,5%,10%,103.37
1258,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,61," 30,184,368.00 ",0.50%,64%,0,9%,0%,0,7%,10%,101.78
1258,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,44," 28,659,526.00 ",0.41%,35%,0,5%,3%,0,7%,13%,103.78
1258,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,71," 26,489,651.00 ",0.43%,19%,0,10%,1%,0,7%,10%,101.78
1259,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2024,1,22," 74,898,752.00 ",0.25%,102%,3.2,12%,0%,1,5%,11%,134.8
1259,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2023,1,27," 75,178,479.00 ",0.25%,55%,2.64,9%,0%,5,7%,13%,151.77
1259,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2022,1,34," 70,451,009.00 ",0.38%,131%,2.56,6%,0%,5,9%,9%,121.95
1259,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2021,1,46," 73,047,026.00 ",0.25%,50%,2.74,9%,0%,5,6%,7%,111.93
1259,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2020,0,48," 67,819,645.00 ",0.20%,9%,0,7%,0%,0,5%,7%,109.51
1259,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2019,0,29," 59,419,109.00 ",0.20%,93%,0,10%,0%,0,5%,9%,102.55
1259,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2018,0,27," 58,551,263.00 ",0.44%,69%,0,8%,0%,0,6%,9%,101.88
1259,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2017,0,36," 55,556,773.00 ",0.20%,45%,0,9%,0%,0,5%,10%,103.37
1259,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2016,0,25," 50,259,530.00 ",0.00%,56%,0,8%,0%,0,7%,10%,101.78
1259,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2015,0,31," 46,291,642.00 ",0.20%,28%,0,7%,0%,0,7%,13%,103.78
1259,Active,Defined Contribution,Pension Scheme,Guaranteed funds,2014,0,22," 40,004,925.00 ",0.24%,7%,0,10%,0%,0,7%,10%,101.78
1265,Active,Defined Contribution,Provident Fund,Segregated funds,2024,1,1667," 1,545,497,265.00 ",1.02%,24%,3.15,18%,0%,1,5%,11%,134.8
1265,Active,Defined Contribution,Provident Fund,Segregated funds,2023,5,1618," 1,215,404,350.00 ",1.21%,56%,3.83,4%,0%,1,7%,13%,151.77
1265,Active,Defined Contribution,Provident Fund,Segregated funds,2022,5,1580," 1,133,400,659.00 ",1.21%,53%,3.82,1%,0%,1,9%,9%,121.95
1265,Active,Defined Contribution,Provident Fund,Segregated funds,2021,5,1549," 1,066,851,963.00 ",1.32%,45%,4.28,12%,0%,1,6%,7%,111.93
1265,Active,Defined Contribution,Provident Fund,Segregated funds,2020,0,1549," 931,632,354.00 ",1.41%,54%,0,9%,0%,0,5%,7%,109.51
1265,Active,Defined Contribution,Provident Fund,Segregated funds,2019,0,418," 840,727,299.00 ",1.47%,57%,0,17%,0%,0,5%,9%,102.55
1265,Active,Defined Contribution,Provident Fund,Segregated funds,2018,0,434," 735,560,745.00 ",1.54%,72%,0,5%,0%,0,6%,9%,101.88
1265,Active,Defined Contribution,Provident Fund,Segregated funds,2017,0,1619," 698,492,182.00 ",1.46%,38%,0,17%,0%,0,5%,10%,103.37
1265,Active,Defined Contribution,Provident Fund,Segregated funds,2016,0,1551," 570,722,271.00 ",1.83%,139%,0,10%,0%,0,7%,10%,101.78
